


央视频道,#genre#
西宁生活,http://960.x3322.net:4000/udp/239.120.2.171:5141
西宁综合,http://960.x3322.net:4000/udp/239.120.1.249:9444
西宁综合,http://960.x3322.net:4000/udp/239.120.2.172:5141
久治市台,http://960.x3322.net:4000/udp/239.120.1.34:9534
海北电视台,http://960.x3322.net:4000/udp/239.120.1.123:8266
海北电视台,http://960.x3322.net:4000/udp/239.120.1.200:8404
海北电视台,http://960.x3322.net:4000/udp/239.120.2.129:5141
海北电视台,http://960.x3322.net:4000/udp/239.120.2.234:5141
都市剧场,http://960.x3322.net:4000/udp/239.120.1.221:9336
都市剧场,http://960.x3322.net:4000/udp/239.120.2.61:5141
都市剧场,http://960.x3322.net:4000/udp/239.120.2.140:5141
欢笑剧场,http://960.x3322.net:4000/udp/239.120.1.216:9316
欢笑剧场,http://960.x3322.net:4000/udp/239.120.2.47:5141
欢笑剧场,http://960.x3322.net:4000/udp/239.120.2.136:5141
东方卫视,http://960.x3322.net:4000/udp/239.120.1.121:8784
东方卫视,http://960.x3322.net:4000/udp/239.120.2.184:5141
湖南卫视,http://960.x3322.net:4000/udp/239.120.1.127:8820
湖南卫视,http://960.x3322.net:4000/udp/239.120.2.173:5141
江苏卫视,http://960.x3322.net:4000/udp/239.120.1.125:8808
江苏卫视,http://960.x3322.net:4000/udp/239.120.2.221:5141
浙江卫视,http://960.x3322.net:4000/udp/239.120.1.128:8826
浙江卫视,http://960.x3322.net:4000/udp/239.120.2.199:5141
浙江卫视,http://960.x3322.net:4000/udp/239.120.2.230:5141
北京卫视,http://960.x3322.net:4000/udp/239.120.1.122:8790
北京卫视,http://960.x3322.net:4000/udp/239.120.2.186:5141
黑龙江卫视,http://960.x3322.net:4000/udp/239.120.1.124:8802
黑龙江卫视,http://960.x3322.net:4000/udp/239.120.2.183:5141
广东卫视,http://960.x3322.net:4000/udp/239.120.1.126:8814
广东卫视,http://960.x3322.net:4000/udp/239.120.2.181:5141
湖北卫视,http://960.x3322.net:4000/udp/239.120.1.129:8832
湖北卫视,http://960.x3322.net:4000/udp/239.120.2.15:5141
湖北卫视,http://960.x3322.net:4000/udp/239.120.2.182:5141
四川卫视,http://960.x3322.net:4000/udp/239.120.1.147:8940
四川卫视,http://960.x3322.net:4000/udp/239.120.2.2:5141
重庆卫视,http://960.x3322.net:4000/udp/239.120.1.146:8934
重庆卫视,http://960.x3322.net:4000/udp/239.120.2.185:5141
河南卫视,http://960.x3322.net:4000/udp/239.120.1.148:8946
河南卫视,http://960.x3322.net:4000/udp/239.120.2.180:5141
吉林卫视,http://960.x3322.net:4000/udp/239.120.1.151:8964
吉林卫视,http://960.x3322.net:4000/udp/239.120.2.26:5141
广西卫视,http://960.x3322.net:4000/udp/239.120.1.155:8988
广西卫视,http://960.x3322.net:4000/udp/239.120.2.5:5141
贵州卫视,http://960.x3322.net:4000/udp/239.120.1.142:8910
贵州卫视,http://960.x3322.net:4000/udp/239.120.2.18:5141
深圳卫视,http://960.x3322.net:4000/udp/239.120.1.137:8880
深圳卫视,http://960.x3322.net:4000/udp/239.120.2.197:5141
甘肃卫视,http://960.x3322.net:4000/udp/239.120.1.118:8700
甘肃卫视,http://960.x3322.net:4000/udp/239.120.2.16:5141
河北卫视,http://960.x3322.net:4000/udp/239.120.1.212:9300
河北卫视,http://960.x3322.net:4000/udp/239.120.2.12:5141
山东卫视,http://960.x3322.net:4000/udp/239.120.1.211:9294
山东卫视,http://960.x3322.net:4000/udp/239.120.2.219:5141
天津卫视,http://960.x3322.net:4000/udp/239.120.1.233:9514
天津卫视,http://960.x3322.net:4000/udp/239.120.2.196:5141
东南卫视,http://960.x3322.net:4000/udp/239.120.1.232:9372
东南卫视,http://960.x3322.net:4000/udp/239.120.2.195:5141
安徽卫视,http://960.x3322.net:4000/udp/239.120.1.226:9348
安徽卫视,http://960.x3322.net:4000/udp/239.120.2.187:5141
江西卫视,http://960.x3322.net:4000/udp/239.120.1.228:9356
江西卫视,http://960.x3322.net:4000/udp/239.120.2.194:5141
辽宁卫视,http://960.x3322.net:4000/udp/239.120.1.229:9360
辽宁卫视,http://960.x3322.net:4000/udp/239.120.2.189:5141
CETV-1,http://960.x3322.net:4000/udp/239.120.1.133:8856
CETV-1,http://960.x3322.net:4000/udp/239.120.2.54:5141
CETV-1,http://960.x3322.net:4000/udp/239.120.2.67:5141
CETV-4,http://960.x3322.net:4000/udp/239.120.1.45:8244
CETV-4,http://960.x3322.net:4000/udp/239.120.2.69:5141
CETV-4,http://960.x3322.net:4000/udp/239.120.2.71:5141
纪实人文,http://960.x3322.net:4000/udp/239.120.1.177:8272
纪实人文,http://960.x3322.net:4000/udp/239.120.2.98:5141
纪实人文,http://960.x3322.net:4000/udp/239.120.2.72:5141
纪实科教,http://960.x3322.net:4000/udp/239.120.1.110:8250
纪实科教,http://960.x3322.net:4000/udp/239.120.1.132:8354
纪实科教,http://960.x3322.net:4000/udp/239.120.2.65:5141
纪实,http://960.x3322.net:4000/udp/239.120.2.231:5141
金鹰纪实,http://960.x3322.net:4000/udp/239.120.1.73:8412
金鹰纪实,http://960.x3322.net:4000/udp/239.120.1.111:8254
金鹰纪实,http://960.x3322.net:4000/udp/239.120.2.36:5141
金鹰纪实,http://960.x3322.net:4000/udp/239.120.2.46:5141
东方财经,http://960.x3322.net:4000/udp/239.120.1.55:8304
东方财经,http://960.x3322.net:4000/udp/239.120.2.73:5141
东方财经,http://960.x3322.net:4000/udp/239.120.2.77:5141
乐游,http://960.x3322.net:4000/udp/239.120.1.217:9320
乐游,http://960.x3322.net:4000/udp/239.120.2.52:5141
乐游,http://960.x3322.net:4000/udp/239.120.2.135:5141
动漫秀场,http://960.x3322.net:4000/udp/239.120.1.219:9328
动漫秀场,http://960.x3322.net:4000/udp/239.120.2.64:5141
动漫秀场,http://960.x3322.net:4000/udp/239.120.2.138:5141
生活时尚,http://960.x3322.net:4000/udp/239.120.1.220:9332
生活时尚,http://960.x3322.net:4000/udp/239.120.2.139:5141
生活时尚,http://960.x3322.net:4000/udp/239.120.2.147:5141
快乐垂钓,http://960.x3322.net:4000/udp/239.120.1.225:9346
快乐垂钓,http://960.x3322.net:4000/udp/239.120.2.66:5141
快乐垂钓,http://960.x3322.net:4000/udp/239.120.2.131:5141
游戏风云,http://960.x3322.net:4000/udp/239.120.1.215:9312
游戏风云,http://960.x3322.net:4000/udp/239.120.2.27:5141
游戏风云,http://960.x3322.net:4000/udp/239.120.2.133:5141
IPTV体育,http://960.x3322.net:4000/udp/239.120.2.236:5141
移动IPTV,#genre#
CCTV-1HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226667/1.m3u8
CCTV-1HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226737/1.m3u8
CCTV-2HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226739/1.m3u8
CCTV-3HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226720/1.m3u8
CCTV-4HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226725/1.m3u8
CCTV-5HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226731/1.m3u8
CCTV-5+HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226711/1.m3u8
CCTV-6HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226699/1.m3u8
CCTV-7HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226721/1.m3u8
CCTV-8HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226715/1.m3u8
CCTV-9HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226651/1.m3u8
CCTV-9HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226657/1.m3u8
CCTV-10HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226708/1.m3u8
CCTV-11HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226714/1.m3u8
CCTV-12HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226723/1.m3u8
CCTV-12HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226748/1.m3u8
CCTV-13HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226717/1.m3u8
CCTV-14HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226645/1.m3u8
CCTV-14HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226663/1.m3u8
CCTV-15,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226648/1.m3u8
CCTV-16HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226825/1.m3u8
CCTV-17HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226727/1.m3u8
CCTV-17HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226660/1.m3u8
CGTN,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226666/1.m3u8
中国教育1,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226712/1.m3u8
中国教育1HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226673/1.m3u8
中国教育2,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226718/1.m3u8
中国教育3,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226722/1.m3u8
中国教育4,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226724/1.m3u8
北京卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226719/1.m3u8
东方卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226734/1.m3u8
天津卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226686/1.m3u8
重庆卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226680/1.m3u8
黑龙江卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226716/1.m3u8
吉林卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226671/1.m3u8
辽宁卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226689/1.m3u8
内蒙古卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226685/1.m3u8
宁夏卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226691/1.m3u8
甘肃卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226662/1.m3u8
青海卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226696/1.m3u8
陕西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226707/1.m3u8
河北卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226665/1.m3u8
河北卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226684/1.m3u8
山西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226704/1.m3u8
山东卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226693/1.m3u8
安徽卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226655/1.m3u8
安设卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226664/1.m3u8
河南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226687/1.m3u8
河南卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226668/1.m3u8
湖北卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226713/1.m3u8
湖南卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226698/1.m3u8
江西卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226682/1.m3u8
江西卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226726/1.m3u8
江苏卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226692/1.m3u8
浙江卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226690/1.m3u8
东南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226675/1.m3u8
东南卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226670/1.m3u8
厦门卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226695/1.m3u8
深圳卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226688/1.m3u8
广西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226681/1.m3u8
云南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226709/1.m3u8
贵州卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226676/1.m3u8
贵州卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226672/1.m3u8
四川卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226697/1.m3u8
四川卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226659/1.m3u8
新疆卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226700/1.m3u8
兵团卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226661/1.m3u8
西藏卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226710/1.m3u8
海南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226683/1.m3u8
海南卫视HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226679/1.m3u8
北京纪实科教HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226656/1.m3u8
北京纪实科教HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226658/1.m3u8
北京卡酷少儿,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226677/1.m3u8
北京体育休闲,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226730/1.m3u8
上海纪实人文,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226705/1.m3u8
上海纪实人文HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226694/1.m3u8
哈哈炫动,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226703/1.m3u8
山东教育卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226701/1.m3u8
金鹰卡通HD,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226674/1.m3u8
哒啵电竞,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226891/1.m3u8
哒啵电竞,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226905/1.m3u8
